listing_title,price,land_area,bedrooms,bathrooms,agent_name,date_created,internal_features,external_features,nearby,link
5 Bed House with En Suite in Thigiri,"
KSh 85,000,000
","
"," 5
"," 5
",Jubilee Real Estate,16/06/2023,"
Fibre Internet
,
En Suite
,
Walk In Closet
","
Balcony
,
Garden
,
Parking
,
Staff Quarters
","
Hospital
,
Scenic View
,
School
,
Shopping Centre
,
Bus Stop
",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-thigiri-3604063
4 Bed House with En Suite in Thika Road,"
KSh 20,000,000
 ",," 4
"," 5
",Fitsher Homes Ltd,22/06/2023,"
Alarm
,
En Suite
,
Fibre Internet
,
Walk In Closet
,
Service Charge Included
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Wheelchair Access
,
Staff Quarters
,
Parking
","
Bus Stop
,
Shopping Centre
,
Golf Course
,
Hospital
,
Scenic View
,
School
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-thika-road-3609798
4 Bed House with En Suite in Tigoni,"
KSh 36,000,000
",," 4
"," 5
",Fitsher Homes Ltd,22/06/2023,"
Alarm
,
Backup Generator
,
En Suite
,
Walk In Closet
,
Service Charge Included
 ,
Fibre Internet
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
 Wheelchair Access
,
Staff Quarters
,
Parking
","
Bus Stop
,
Shopping Centre
,
Golf Course
,
Hospital
,
Scenic View
,
School
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-tigoni-3609839
4 Bed House with En Suite in Tigoni,"
KSh 120,000,000
",," 4
"," 4
",Fitsher Homes Ltd,22/06/2023,"
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Walk In Closet
,
Service Charge Included
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Gym
,
Parking
,
Staff Quarters
,
Wheelchair Access
","
Bus Stop
,
Shopping Centre
,
Golf Course
,
Hospital
,
Scenic View
,
School
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-tigoni-3609840
4 Bed Townhouse with En Suite in Karura,"
KSh 29,000,000
",," 4
"," 5
",Fitsher Homes Ltd,22/06/2023,"
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Walk In Closet
,
Service Charge Included
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Wheelchair Access
,
Swimming Pool
,
Staff Quarters
,
Parking
,
Gym
","
Bus Stop
,
Shopping Centre
,
Golf Course
,
Hospital
,
Scenic View
",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-karura-3609852
3 Bed House with En Suite at Ngei Phase 2,"
KSh 25,000,000
",," 3
"," 2
",Links Properties,30/06/2023,"
En Suite
,
Fibre Internet
,
Walk In Closet
,
Service Charge Included
","
Garden
,
Borehole
,
Electric Fence
,
Parking
,
Staff Quarters
","
Bus Stop
,
Shopping Centre
,
Hospital
,
School
",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-langata-3611979
5 Bed Townhouse with En Suite in Lavington,"
KSh 50,000,000
",," 5
"," 5
",Splendor Holdings,24/05/2023,"
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Walk In Closet
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Wheelchair Access
,
Swimming Pool
,
Staff Quarters
,
Gym
,
Parking
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3595601
4 Bed House with En Suite at Loresho Ridge,"
KSh 45,800,000
",," 4
"," 4
",Lavington Property Management,25/06/2023,"
Alarm
,
En Suite
,
Fibre Internet
,
Walk In Closet
","
Balcony
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Parking
 ,
Staff Quarters
,
Swimming Pool
","
Bus Stop
,
Hospital
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-loresho-1-3573583
5 Bed Villa with En Suite in Runda,"
KSh 90,000,000
",," 5
"," 6
",Great Five Consultants,07/06/2023,"
En Suite
,
Backup Generator
,
Walk In Closet
","
Garden
,
Swimming Pool
,
Electric Fence
,
Staff Quarters
","
Hospital
,
Bus Stop
,
Shopping Centre
,
School
",https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-runda-3605401
4 Bed House with En Suite at Nyali,"
KSh 290,000,000
",," 4
"," 2
",Abdul Kalume Realtors,04/07/2023,"
Aircon
,
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Furnished
,
Serviced
,
Service Charge Included
,
Walk In Closet
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Parking
,
Staff Quarters
,
Swimming Pool
,
Wheelchair Access
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
,
Sea View
,
Shopping Centre
",https://www.buyrentkenya.com/listings/furnished-4-bedroom-house-for-sale-kongowea-1-3600799
4 Bed House with En Suite in Vipingo,"
KSh 35,000,000
",," 4
"," 4
",Highrise Properties Ltd,09/06/2023,"
Aircon
,
Alarm
,
En Suite
,
Furnished
","
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Parking
,
Staff Quarters
,
Swimming Pool
,
Wheelchair Access
","
Bus Stop
 ,
Golf Course
,
Hospital
,
Scenic View
,
School
",https://www.buyrentkenya.com/listings/furnished-4-bedroom-house-for-sale-vipingo-3582673
4 Bed Villa in Bamburi,"
KSh 8,950,000
",," 4
"," 4
",Highrise Properties Ltd,09/06/2023,,,,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-bamburi-3583458
3 Bed Townhouse with Garden at Mushroom Estate,"
KSh 58,000,000
","
"," 3
"," 4
",Habitat Realtors International Limited,06/07/2023,"
Walk In Closet
,
Fibre Internet
","
Balcony
,
Garden
,
Electric Fence
","
Scenic View
",https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-kiambu-road-5-3446235
4 Bed House with Swimming Pool in Mtwapa,"
KSh 35,000,000
",," 4
"," 4
",KRUSS Properties,29/06/2023,"
Aircon
","
Swimming Pool
","
Sea View
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-mtwapa-1-3585259
5 Bed House with En Suite in Runda,"
KSh 180,000,000
","
"," 5
"," 5
",Jubilee Real Estate,16/06/2023,"
Backup Generator
,
En Suite
,
Fibre Internet
,
Walk In Closet
,
Alarm
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
 ,
Parking
,
Staff Quarters
,
Swimming Pool
","
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-1-3586635
4 Bed Villa with Swimming Pool in Vipingo,"
KSh 65,000,000
",," 4
"," 4
",KRUSS Properties,29/06/2023,"
Aircon
","
Swimming Pool
",,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-vipingo-1-3588360
6 Bed House with En Suite in Runda,"
KSh 150,000,000
","
"," 6
"," 6
",Jubilee Real Estate,16/06/2023,"
En Suite
,
Fibre Internet
","
Balcony
,
BBQ
,
Garden
,
Parking
,
Staff Quarters
","
Bus Stop
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-runda-1-3591731
5 Bed House with En Suite in Runda,"
KSh 87,500,000
","
"," 5
"," 4
",Jubilee Real Estate,16/06/2023,"
En Suite
,
Fibre Internet
,
Walk In Closet
","
Electric Fence
,
Parking
,
Garden
,
Staff Quarters
","
Hospital
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-1-3593366
5 Bed Townhouse with En Suite in Runda,"
KSh 150,000,000
","
"," 5
"," 4
",Habitat Realtors International Limited,06/07/2023,"
En Suite
,
Fibre Internet
,
Walk In Closet
","
Balcony
,
BBQ
,
Electric Fence
,
Garden
,
Parking
,
Staff Quarters
","
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-runda-3593987
7 Bed House with En Suite in Runda,"
KSh 275,000,000
",," 7
"," 7
",Jubilee Real Estate,16/06/2023,"
Walk In Closet
,
Fibre Internet
,
En Suite
","
Balcony
,
BBQ
,
Garden
,
Borehole
,
Parking
,
Staff Quarters
","
School
,
Shopping Centre
,
Hospital
",https://www.buyrentkenya.com/listings/7-bedroom-house-for-sale-runda-1-3594983
6 Bed House with En Suite in Runda,"
KSh 100,000,000
","
"," 6
"," 5
",Jubilee Real Estate,16/06/2023,"
Backup Generator
,
En Suite
,
Fibre Internet
,
Walk In Closet
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Gym
,
Parking
,
Staff Quarters
,
Swimming Pool
","
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-runda-1-3596315
4 Bed House with En Suite at Nyali,"
KSh 55,000,000
",," 4
"," 3
",Abdul Kalume Realtors,04/07/2023,"
Aircon
,
Alarm
,
En Suite
,
Fibre Internet
,
Serviced
,
Service Charge Included
,
Walk In Closet
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Parking
,
Staff Quarters
,
Swimming Pool
,
Wheelchair Access
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kongowea-1-3596695
4 Bed Townhouse with En Suite at Donholm,"
KSh 11,000,000
",," 4
"," 3
",Links Properties,04/05/2023,"
En Suite
,
Fibre Internet
,
Walk In Closet
,
Service Charge Included
","
Balcony
,
Parking
,
Staff Quarters
","
Bus Stop
,
Shopping Centre
,
Hospital
,
School
",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-donholm-3597458
6 Bed Villa with En Suite at Kifaru Road,"
KSh 47,000,000
","
"," 6
"," 7
",Kimya House,12/05/2023,"
En Suite
,
Furnished
","
Balcony
,
BBQ
,
CCTV
,
Borehole
,
Garden
,
Gym
,
Parking
,
Swimming Pool
","
Bus Stop
,
Golf Course
,
Hospital
,
 Scenic View
,
School
",https://www.buyrentkenya.com/listings/furnished-6-bedroom-villa-for-sale-watamu-3599005
3 Bed House with En Suite in Ruiru,"
KSh 6,800,000
","
"," 3
"," 3
",Pro-Property Solutions Ltd,18/05/2023,"
En Suite
","
Bus Stop
,
Hospital
,
School
,
Shopping Centre
",,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ruiru-3581598
5 Bed House with En Suite in Runda,"
KSh 150,000,000
","
"," 5
"," 5
",Jubilee Real Estate,16/06/2023,"
En Suite
,
Fibre Internet
,
Walk In Closet
","
Balcony
,
Electric Fence
,
Borehole
,
Garden
,
Gym
,
Parking
,
BBQ
,
Staff Quarters
","
Shopping Centre
,
School
,
Scenic View
,
Hospital
",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-1-3569013
5 Bed Villa with En Suite in Runda,"
KSh 100,000,000
","
"," 5
"," 5
",Jubilee Real Estate,16/06/2023,"
Backup Generator
,
En Suite
,
Fibre Internet
","
Balcony
,
CCTV
,
Electric Fence
,
Parking
,
Gym
,
Garden
,
Staff Quarters
,
Swimming Pool
","
Hospital
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-runda-1-3569020
3 Bed House with En Suite at Bamburi,"
KSh 9,500,000
",," 3
 "," 3
",Abdul Kalume Realtors,04/07/2023,"
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Furnished
,
Serviced
,
Service Charge Included
","
Balcony
,
Electric Fence
,
Borehole
,
Garden
,
Parking
,
Wheelchair Access
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/furnished-3-bedroom-house-for-sale-bamburi-1-3569650
5 Bed Townhouse with En Suite in Spring Valley,"
KSh 55,000,000
",," 5
"," 5
",Jubilee Real Estate,17/06/2023,"
Fibre Internet
,
En Suite
,
Walk In Closet
","
Balcony
,
Electric Fence
,
Garden
,
Parking
,
Staff Quarters
","
Bus Stop
,
Hospital
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-spring-valley-1-3572675
7 Bed House with En Suite in Runda,"
KSh 205,000,000
","
"," 7
"," 7
",Jubilee Real Estate,17/06/2023,"
En Suite
,
Fibre Internet
,
Walk In Closet
","
Balcony
,
Electric Fence
,
Garden
,
Parking
,
Staff Quarters
,
Swimming Pool
","
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/7-bedroom-house-for-sale-runda-1-3573466
6 Bed Townhouse with En Suite in Lavington,"
KSh 100,000,000
","
"," 6
"," 6
",Jubilee Real Estate,16/06/2023,"
En Suite
,
Fibre Internet
,
Walk In Closet
","
Balcony
,
Electric Fence
,
Borehole
,
Garden
 ,
Parking
,
Staff Quarters
","
Shopping Centre
,
School
,
Hospital
",https://www.buyrentkenya.com/listings/6-bedroom-townhouse-for-sale-lavington-1-3573721
3 Bed Townhouse with En Suite in Mombasa Island,"
KSh 28,000,000
",," 3
"," 3
",KRUSS Properties,29/06/2023,"
En Suite
","
Swimming Pool
",,https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-mombasa-island-1-3574785
3 Bed Villa with En Suite at Mtwapa,"
KSh 7,500,000
","
"," 3
"," 2
",Benford Homes,30/05/2023,"
En Suite
,
Walk In Closet
,
Fibre Internet
","
Balcony
,
CCTV
,
Electric Fence
,
Borehole
,
Swimming Pool
,
Parking
","
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/3-bedroom-villa-for-sale-mtwapa-3576120
10 Bed House with Borehole at Bamburi,"
KSh 36,000,000
",," 10
"," 10
",Abdul Kalume Realtors,04/07/2023,"
Fibre Internet
,
Serviced
,
Service Charge Included
","
Balcony
,
Electric Fence
,
Borehole
,
Parking
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/10-bedroom-house-for-sale-bamburi-1-3576142
4 Bed House with En Suite at Lenana Road,"
KSh 85,000,000
","
"," 4
"," 3
",Pinder Bassi,23/01/2023,"
En Suite
","
Garden
,
Parking
,
Staff Quarters
","
Bus Stop
,
Hospital
,
Golf Course
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kilimani-3576692
3 Bed House with En Suite in Vipingo,"
KSh 20,000,000
",," 3
"," 3
",KRUSS Properties,29/06/2023,"
En Suite
,
Aircon
","
Swimming Pool
",,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-vipingo-1-3577699
5 Bed Townhouse with En Suite at Rimpa,"
KSh 40,000,000
",," 5
"," 6
",Links Properties,12/04/2023,"
Backup Generator
,
En Suite
,
Fibre Internet
,
Service Charge Included
,
Walk In Closet
","
Balcony
,
BBQ
,
CCTV
,
Borehole
,
Garden
,
Parking
","
Bus Stop
,
Shopping Centre
,
Hospital
,
School
",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-ongata-rongai-3579285
5 Bed Townhouse with En Suite in Lower Kabete,"
KSh 150,000,000
","
"," 5
"," 5
",Jubilee Real Estate,16/06/2023,"
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Walk In Closet
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Parking
,
Staff Quarters
,
Swimming Pool
","
Bus Stop
,
Hospital
,
School
,
Scenic View
,
Shopping Centre
",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lower-kabete-1-3581302
6 Bed House with En Suite in Runda,"
KSh 230,000,000
","
"," 6
"," 6
",Jubilee Real Estate,16/06/2023,"
En Suite
,
Fibre Internet
,
Walk In Closet
","
Balcony
,
BBQ
,
Electric Fence
,
Garden
,
Parking
,
Staff Quarters
","
School
,
Shopping Centre
,
Hospital
",https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-runda-1-3581635
5 Bed House in Karen,"
KSh 120,000,000
","
"," 5
"," 5
",Jubilee Real Estate,17/06/2023,,,,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-5-3435092
3 Bed House with En Suite at Utange Bamburi,"
KSh 7,500,000
",," 3
"," 3
",Abdul Kalume Realtors,04/07/2023,"
En Suite
,
Fibre Internet
,
Furnished
,
Serviced
,
Service Charge Included
,
Walk In Closet
","
Borehole
,
Garden
,
Parking
,
Wheelchair Access
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/furnished-3-bedroom-house-for-sale-bamburi-1-3546068
4 Bed House with En Suite in Lavington,"
KSh 130,000,000
",," 4
"," 3
",Pinder Bassi,19/08/2022,"
En Suite
","
Garden
,
Parking
,
Staff Quarters
","
Scenic View
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-lavington-3552149
5 Bed Townhouse with En Suite at Kerarapon Drive,"
KSh 55,000,000
",," 5
"," 5
",Links Properties,12/04/2023,"
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Walk In Closet
","
Balcony
,
CCTV
,
Garden
,
Parking
","
Bus Stop
,
Shopping Centre
,
Hospital
,
School
",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-ngong-3552915
4 Bed House with En Suite in Mtwapa,"
KSh 12,500,000
",," 4
"," 4
",KRUSS Properties,29/06/2023,"
En Suite
","
Swimming Pool
,
Parking
",,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-mtwapa-1-3557280
5 Bed Villa with En Suite in Windsor,"
KSh 27,000,000
","
"," 5
"," 5
",Jubilee Real Estate,17/06/2023,"
En Suite
,
Walk In Closet
,
Fibre Internet
",,,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-windsor-6-3511098
4 Bed House with En Suite at Shanzu,"
KSh 80,000,000
",," 4
"," 4
",Abdul Kalume Realtors,04/07/2023,"
Aircon
,
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Serviced
,
Service Charge Included
,
Walk In Closet
","
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Parking
,
Swimming Pool
,
Wheelchair Access
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
,
Sea View
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-shanzu-1-3560086
6 Bed House with En Suite in Kyuna,"
KSh 270,000,000
",," 6
"," 6
",Jubilee Real Estate,17/06/2023,"
Alarm
,
Backup Generator
,
Fibre Internet
,
En Suite
,
Furnished
,
Walk In Closet
","
Balcony
,
BBQ
,
Electric Fence
,
Garden
,
Parking
,
Swimming Pool
,
Staff Quarters
,
Gym
","
Scenic View
,
School
",https://www.buyrentkenya.com/listings/furnished-6-bedroom-house-for-sale-kyuna-6-3473565
4 Bed House with Garden in Muthaiga,"
KSh 180,000,000
","
"," 4
",,Jubilee Real Estate,17/06/2023,"
Backup Generator
,
Fibre Internet
","
Balcony
,
Staff Quarters
,
Parking
,
Garden
,
Electric Fence
","
Hospital
,
Scenic View
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-muthaiga-10-3458039
3 Bed House with En Suite at Bamburi,"
KSh 9,800,000
",," 3
"," 2
",Abdul Kalume Realtors,04/07/2023,"
En Suite
,
Fibre Internet
,
Serviced
,
Service Charge Included
","
Electric Fence
,
Borehole
,
Garden
,
Parking
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-bamburi-1-3563319
5 Bed Villa with En Suite at Forest Edge Road,"
KSh 120,000,000
",," 5
"," 7
",Links Properties,12/04/2023,"
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Walk In Closet
,
Service Charge Included
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Swimming Pool
,
Staff Quarters
,
Parking
,
Gym
","
Bus Stop
,
Shopping Centre
,
Hospital
,
School
",https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-karen-3563221
4 Bed Townhouse with En Suite in Loresho,"
KSh 35,000,000
","
"," 4
"," 3
",Jubilee Real Estate,17/06/2023,"
Backup Generator
,
En Suite
,
Fibre Internet
","
Balcony
,
Electric Fence
,
Borehole
,
Garden
,
Staff Quarters
,
Swimming Pool
","
Hospital
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-loresho-1-3563653
10 Bed House with Garden at Nyali,"
KSh 135,000,000
",," 10
"," 10
",Abdul Kalume Realtors,04/07/2023,"
Balcony
,
Electric Fence
,
Borehole
,
Garden
,
Parking
,
Wheelchair Access
","
Bus Stop
,
Golf Course
,
Hospital
,
School
,
Scenic View
,
Shopping Centre
",,https://www.buyrentkenya.com/listings/10-bedroom-house-for-sale-nyali-area-1-3565331
6 Bed House with En Suite in Kitisuru,"
KSh 125,000,000
","
"," 6
"," 6
",Jubilee Real Estate,16/06/2023,"
Backup Generator
,
En Suite
,
Fibre Internet
,
Alarm
,
Walk In Closet
","
Balcony
,
BBQ
,
Electric Fence
,
Garden
,
Parking
,
Staff Quarters
","
Bus Stop
,
School
,
Scenic View
,
Shopping Centre
",https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-kitisuru-1-3567257
7 Bed House with En Suite in Kitisuru,"
KSh 548,000,000
","
"," 7
"," 7
",Jubilee Real Estate,16/06/2023,"
En Suite
,
Fibre Internet
,
Walk In Closet
","
Balcony
,
BBQ
,
Electric Fence
,
Borehole
,
Garden
,
Gym
,
Parking
,
Staff Quarters
,
Swimming Pool
","
Bus Stop
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/7-bedroom-house-for-sale-kitisuru-1-3568273
4 Bed Villa with En Suite in Nyali Area,"
KSh 59,000,000
",," 4
"," 4
",KRUSS Properties,29/06/2023,"
Aircon
,
Backup Generator
,
En Suite
","
Swimming Pool
",,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-nyali-area-1-3545603
5 Bed Townhouse with En Suite at Lavington Green,"
KSh 73,000,000
",," 5
"," 2
",Comfort Valuers Limited,30/06/2023,"
Aircon
,
Alarm
,
Backup Generator
,
En Suite
,
Walk In Closet
,
Fibre Internet
","
Balcony
,
BBQ
 ,
CCTV
,
Electric Fence
,
Borehole
,
Staff Quarters
,
Parking
,
Garden
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-9-3484934
4 Bed House with En Suite in Nyali Area,"
KSh 42,000,000
","
"," 4
"," 5
",Benford Homes,24/05/2023,"
Aircon
,
Alarm
,
En Suite
,
Walk In Closet
,
Fibre Internet
","
Borehole
,
Electric Fence
,
Staff Quarters
,
Parking
,
Balcony
,
Garden
,
Wheelchair Access
","
School
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-nyali-area-3487711
4 Bed House with En Suite at Milimani,"
KSh 6,000,000
","
"," 4
"," 4
",Habitat Realtors International Limited,06/07/2023,"
En Suite
,
Fibre Internet
","
Garden
,
Parking
","
Scenic View
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kitengela-3496814
4 Bed Townhouse with En Suite in Thindigua,"
KSh 30,000,000
",," 4
"," 5
",Edlon Group Limited,07/07/2023,"
En Suite
","
Balcony
,
Electric Fence
,
Parking
",,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-thindigua-3-3503769
4 Bed House with En Suite in Nyali Area,"
KSh 42,500,000
",," 4
"," 4
",KRUSS Properties,29/06/2023,"
Walk In Closet
,
En Suite
,
Backup Generator
","
Balcony
,
Garden
,
Gym
,
CCTV
,
Parking
,
Electric Fence
,
Staff Quarters
,
Borehole
,
Swimming Pool
","
Golf Course
,
Hospital
,
Scenic View
,
School
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-nyali-area-1-3514884
3 Bed Townhouse with Swimming Pool in Nyali Area,"
KSh 19,000,000
",," 3
"," 2
",KRUSS Properties,29/06/2023,"
Swimming Pool
",,,https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-nyali-area-1-3515594
4 Bed House with Garden in Kahawa,"
KSh 38,000,000
",," 4
"," 3
",Edlon Group Limited,07/07/2023,"
Garden
,
Parking
",,,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kahawa-3-3523673
4 Bed House with En Suite in Membley,"
KSh 16,800,000
",," 4
"," 4
",Edlon Group Limited,07/07/2023,"
En Suite
","
Balcony
",,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-membley-3-3532345
3 Bed Townhouse with En Suite at Lantana Road,"
KSh 50,000,000
","
"," 3
"," 3
",Pinder Bassi,11/08/2022,"
Alarm
,
En Suite
,
Walk In Closet
","
Electric Fence
,
Staff Quarters
,
Parking
,
Garden
",,https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-westlands-area-3537738
10 Bed House with Borehole at Central Police,"
KSh 50,000,000
",," 10
"," 10
",Abdul Kalume Realtors,04/07/2023,"
Walk In Closet
,
Service Charge Included
","
Borehole
,
Parking
,
Staff Quarters
,
Wheelchair Access
","
Bus Stop
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/10-bedroom-house-for-sale-nyali-area-1-3542080
4 Bed House with En Suite at Bamburi,"
KSh 15,000,000
 ",," 4
"," 3
",Abdul Kalume Realtors,04/07/2023,"
En Suite
,
Fibre Internet
,
Furnished
,
Serviced
,
Service Charge Included
,
Walk In Closet
 ","
Balcony
,
Electric Fence
,
Borehole
,
Garden
,
Parking
,
Wheelchair Access
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/furnished-4-bedroom-house-for-sale-nyali-area-1-3542343
3 Bed House with En Suite at Nyali,"
KSh 12,500,000
",," 3
"," 3
",Abdul Kalume Realtors,04/07/2023,"
Aircon
,
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Furnished
,
Serviced
,
Service Charge Included
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Parking
,
Swimming Pool
,
Wheelchair Access
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/furnished-3-bedroom-house-for-sale-nyali-area-1-3542472
4 Bed House with En Suite at Nyali,"
KSh 50,000,000
",," 4
"," 4
",Abdul Kalume Realtors,04/07/2023,"
Aircon
,
Alarm
,
En Suite
,
Fibre Internet
,
Serviced
,
Service Charge Included
,
Walk In Closet
","
Balcony
,
Electric Fence
,
Borehole
,
Garden
,
Parking
,
Staff Quarters
,
Wheelchair Access
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-nyali-area-1-3545170
3 Bed House in Kikambala,"
KSh 27,000,000
",," 3
"," 3
",KRUSS Properties,29/06/2023,"
Sea View
",,,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kikambala-1-3545592
4 Bed House with Swimming Pool at Nyali,"
KSh 75,000,000
",," 4
"," 5
",Benford Homes,02/07/2023,"
Parking
,
Staff Quarters
,
Balcony
,
CCTV
,
Electric Fence
,
Swimming Pool
,
Borehole
,
Wheelchair Access
,
Garden
",,,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-nyali-area-3481875
